"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Apr 13 12:34:01 GMT 2023","Thu Apr 13 12:34:04 GMT 2023","3511","test","conduit_test","TestRegistration","","","Sign up with invalid user data",""
"passed","Thu Apr 13 12:34:11 GMT 2023","Thu Apr 13 12:34:11 GMT 2023","586","test","conduit_test","TestPrivacyPolicy","","","Checking Privacy Policy","After clicking on 'Accept' button cookie panel disappears."
"passed","Thu Apr 13 12:33:53 GMT 2023","Thu Apr 13 12:33:55 GMT 2023","2484","test","conduit_test","TestRegistration","","","Sign up with valid user data","Registered user:
Username: TesztElek
E-mail: test@elek.hu
Password: HJkksdfjdvb4"
"passed","Thu Apr 13 12:34:28 GMT 2023","Thu Apr 13 12:34:31 GMT 2023","2833","test","conduit_test","TestLoggedInUserPage","","","Modifying article",""
"passed","Thu Apr 13 12:34:05 GMT 2023","Thu Apr 13 12:34:07 GMT 2023","1398","test","conduit_test","TestSignIn","","","Sign in with invalid user data",""
"passed","Thu Apr 13 12:33:58 GMT 2023","Thu Apr 13 12:33:59 GMT 2023","867","test","conduit_test","TestRegistration","","","Sign up with already registered user data",""
"passed","Thu Apr 13 12:34:13 GMT 2023","Thu Apr 13 12:34:14 GMT 2023","710","test","conduit_test","TestLoggedInMainPage","","","Checking page list traversal",""
"passed","Thu Apr 13 12:34:19 GMT 2023","Thu Apr 13 12:34:26 GMT 2023","6816","test","conduit_test","TestLoggedInUserPage","","","Creating articles from csv file","Created articles:
Testarticle title1 ,Testarticle title2 ,Testarticle title3"
"passed","Thu Apr 13 12:34:08 GMT 2023","Thu Apr 13 12:34:09 GMT 2023","1065","test","conduit_test","TestSignIn","","","Sign in and sign out with valid user data",""
"passed","Thu Apr 13 12:34:16 GMT 2023","Thu Apr 13 12:34:17 GMT 2023","675","test","conduit_test","TestLoggedInMainPage","","","Listing all article titles","List of articles: 
Lorem ipsum dolor sit amet
In nisl nisi scelerisque eu
Urna nunc id cursus metus.
Egestas egestas
Laoreet suspendisse interdum
Nibh praesent tristique magna
Eget mi proin sed libero
Nunc lobortis mattis aliquam
Cras sed felis eget velit
Elementum facilisis leo vel fringilla
Mi eget mauris pharetra et
"
"passed","Thu Apr 13 12:33:57 GMT 2023","Thu Apr 13 12:33:57 GMT 2023","95","test","conduit_test","TestRegistration","","","Checking sign up data stored in database",""
"passed","Thu Apr 13 12:34:34 GMT 2023","Thu Apr 13 12:34:40 GMT 2023","6168","test","conduit_test","TestLoggedInUserPage","","","Deleting all created articles",""
