"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Apr 13 13:35:15 GMT 2023","Thu Apr 13 13:35:16 GMT 2023","882","test","conduit_test","TestRegistration","","","Sign up with already registered user data",""
"passed","Thu Apr 13 13:35:49 GMT 2023","Thu Apr 13 13:35:54 GMT 2023","5159","test","conduit_test","TestLoggedInUserPage","","","Deleting all created articles",""
"passed","Thu Apr 13 13:35:27 GMT 2023","Thu Apr 13 13:35:27 GMT 2023","252","test","conduit_test","TestPrivacyPolicy","","","Checking Privacy Policy","After clicking on 'Accept' button cookie panel disappears."
"passed","Thu Apr 13 13:35:29 GMT 2023","Thu Apr 13 13:35:30 GMT 2023","728","test","conduit_test","TestLoggedInMainPage","","","Checking page list traversal",""
"passed","Thu Apr 13 13:35:09 GMT 2023","Thu Apr 13 13:35:12 GMT 2023","2979","test","conduit_test","TestRegistration","","","Sign up with valid user data","Registered user:
Username: TesztElek
E-mail: test@elek.hu
Password: HJkksdfjdvb4"
"passed","Thu Apr 13 13:35:24 GMT 2023","Thu Apr 13 13:35:25 GMT 2023","1011","test","conduit_test","TestSignIn","","","Sign in and sign out with valid user data",""
"passed","Thu Apr 13 13:35:44 GMT 2023","Thu Apr 13 13:35:46 GMT 2023","2372","test","conduit_test","TestLoggedInUserPage","","","Modifying article",""
"passed","Thu Apr 13 13:35:32 GMT 2023","Thu Apr 13 13:35:33 GMT 2023","658","test","conduit_test","TestLoggedInMainPage","","","Listing all article titles","List of articles: 
Lorem ipsum dolor sit amet
In nisl nisi scelerisque eu
Urna nunc id cursus metus.
Egestas egestas
Laoreet suspendisse interdum
Nibh praesent tristique magna
Eget mi proin sed libero
Nunc lobortis mattis aliquam
Cras sed felis eget velit
Elementum facilisis leo vel fringilla
Mi eget mauris pharetra et
"
"passed","Thu Apr 13 13:35:22 GMT 2023","Thu Apr 13 13:35:23 GMT 2023","1356","test","conduit_test","TestSignIn","","","Sign in with invalid user data",""
"passed","Thu Apr 13 13:35:36 GMT 2023","Thu Apr 13 13:35:41 GMT 2023","4869","test","conduit_test","TestLoggedInUserPage","","","Creating articles from csv file","Created articles:
Testarticle title1 ,Testarticle title2 ,Testarticle title3"
"passed","Thu Apr 13 13:35:13 GMT 2023","Thu Apr 13 13:35:13 GMT 2023","92","test","conduit_test","TestRegistration","","","Checking sign up data stored in database",""
"passed","Thu Apr 13 13:35:17 GMT 2023","Thu Apr 13 13:35:20 GMT 2023","3386","test","conduit_test","TestRegistration","","","Sign up with invalid user data",""
