"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Apr 14 07:25:39 GMT 2023","Fri Apr 14 07:25:42 GMT 2023","2995","test","conduit_test","TestRegistration","","","Sign up with invalid user data",""
"passed","Fri Apr 14 07:25:37 GMT 2023","Fri Apr 14 07:25:38 GMT 2023","775","test","conduit_test","TestRegistration","","","Sign up with already registered user data",""
"passed","Fri Apr 14 07:25:36 GMT 2023","Fri Apr 14 07:25:36 GMT 2023","92","test","conduit_test","TestRegistration","","","Checking sign up data stored in database",""
"passed","Fri Apr 14 07:25:50 GMT 2023","Fri Apr 14 07:25:50 GMT 2023","662","test","conduit_test","TestLoggedInMainPage","","","Checking page list traversal",""
"passed","Fri Apr 14 07:25:43 GMT 2023","Fri Apr 14 07:25:45 GMT 2023","1827","test","conduit_test","TestSignIn","","","Sign in with invalid user data",""
"passed","Fri Apr 14 07:25:46 GMT 2023","Fri Apr 14 07:25:47 GMT 2023","907","test","conduit_test","TestSignIn","","","Sign in and sign out with valid user data",""
"passed","Fri Apr 14 07:25:52 GMT 2023","Fri Apr 14 07:25:53 GMT 2023","407","test","conduit_test","TestLoggedInMainPage","","","Listing all article previews and save to file","List of article previews: 
Title: Lorem ipsum dolor sit amet
About: consectetur adipiscing elit

Title: In nisl nisi scelerisque eu
About: ultrices vitae auctor eu.

Title: Urna nunc id cursus metus.
About: Id leo in vitae turpis massa.

Title: Egestas egestas
About: fringilla phasellus faucibus scelerisque

Title: Laoreet suspendisse interdum
About: consectetur libero id faucibus nisl tincidunt

Title: Nibh praesent tristique magna
About: sit amet purus gravida quis

Title: Eget mi proin sed libero
About: enim sed faucibus turpis in

Title: Nunc lobortis mattis aliquam
About: faucibus purus in massa tempor

Title: Cras sed felis eget velit
About: velit aliquet sagittis

Title: Elementum facilisis leo vel fringilla
About: est ullamcorper eget nulla

Title: Mi eget mauris pharetra et
About: A erat nam at lectus urna duis convallis

"
"passed","Fri Apr 14 07:25:55 GMT 2023","Fri Apr 14 07:25:58 GMT 2023","3044","test","conduit_test","TestLoggedInUserPage","","","Creating articles from csv file","Created articles:
Testarticle title1 ,Testarticle title2 ,Testarticle title3"
"passed","Fri Apr 14 07:25:32 GMT 2023","Fri Apr 14 07:25:35 GMT 2023","2299","test","conduit_test","TestRegistration","","","Sign up with valid user data","Registered user:
Username: TesztElek
E-mail: test@elek.hu
Password: HJkksdfjdvb4"
"passed","Fri Apr 14 07:25:48 GMT 2023","Fri Apr 14 07:25:48 GMT 2023","190","test","conduit_test","TestPrivacyPolicy","","","Checking Privacy Policy","After clicking on 'Accept' button cookie panel disappears."
"passed","Fri Apr 14 07:26:06 GMT 2023","Fri Apr 14 07:26:11 GMT 2023","4761","test","conduit_test","TestLoggedInUserPage","","","Deleting all created articles",""
"passed","Fri Apr 14 07:26:01 GMT 2023","Fri Apr 14 07:26:03 GMT 2023","2189","test","conduit_test","TestLoggedInUserPage","","","Modifying article","Original title: Testarticle title1
Modified title: 1eltit elcitratseT"
