"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Apr 13 12:41:17 GMT 2023","Thu Apr 13 12:41:19 GMT 2023","2421","test","conduit_test","TestRegistration","","","Sign up with valid user data","Registered user:
Username: TesztElek
E-mail: test@elek.hu
Password: HJkksdfjdvb4"
"passed","Thu Apr 13 12:41:47 GMT 2023","Thu Apr 13 12:41:50 GMT 2023","3039","test","conduit_test","TestLoggedInUserPage","","","Modifying article",""
"passed","Thu Apr 13 12:41:22 GMT 2023","Thu Apr 13 12:41:23 GMT 2023","787","test","conduit_test","TestRegistration","","","Sign up with already registered user data",""
"passed","Thu Apr 13 12:41:24 GMT 2023","Thu Apr 13 12:41:27 GMT 2023","3090","test","conduit_test","TestRegistration","","","Sign up with invalid user data",""
"passed","Thu Apr 13 12:41:31 GMT 2023","Thu Apr 13 12:41:32 GMT 2023","887","test","conduit_test","TestSignIn","","","Sign in and sign out with valid user data",""
"passed","Thu Apr 13 12:41:36 GMT 2023","Thu Apr 13 12:41:36 GMT 2023","658","test","conduit_test","TestLoggedInMainPage","","","Checking page list traversal",""
"passed","Thu Apr 13 12:41:39 GMT 2023","Thu Apr 13 12:41:39 GMT 2023","132","test","conduit_test","TestLoggedInMainPage","","","Listing all article titles","List of articles: 
Lorem ipsum dolor sit amet
In nisl nisi scelerisque eu
Urna nunc id cursus metus.
Egestas egestas
Laoreet suspendisse interdum
Nibh praesent tristique magna
Eget mi proin sed libero
Nunc lobortis mattis aliquam
Cras sed felis eget velit
Elementum facilisis leo vel fringilla
Mi eget mauris pharetra et
"
"passed","Thu Apr 13 12:41:29 GMT 2023","Thu Apr 13 12:41:30 GMT 2023","1102","test","conduit_test","TestSignIn","","","Sign in with invalid user data",""
"passed","Thu Apr 13 12:41:33 GMT 2023","Thu Apr 13 12:41:34 GMT 2023","563","test","conduit_test","TestPrivacyPolicy","","","Checking Privacy Policy","After clicking on 'Accept' button cookie panel disappears."
"passed","Thu Apr 13 12:41:41 GMT 2023","Thu Apr 13 12:41:45 GMT 2023","4177","test","conduit_test","TestLoggedInUserPage","","","Creating articles from csv file","Created articles:
Testarticle title1 ,Testarticle title2 ,Testarticle title3"
"passed","Thu Apr 13 12:41:21 GMT 2023","Thu Apr 13 12:41:21 GMT 2023","91","test","conduit_test","TestRegistration","","","Checking sign up data stored in database",""
"passed","Thu Apr 13 12:41:52 GMT 2023","Thu Apr 13 12:41:58 GMT 2023","5618","test","conduit_test","TestLoggedInUserPage","","","Deleting all created articles",""
