"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Apr 12 12:29:18 GMT 2023","Wed Apr 12 12:29:18 GMT 2023","173","test","conduit_test","TestLoggedInMainPage","","","Checking page list traversal",""
"passed","Wed Apr 12 12:28:58 GMT 2023","Wed Apr 12 12:28:58 GMT 2023","99","test","conduit_test","TestRegistration","","","Checking sign up data stored in database",""
"broken","Wed Apr 12 12:29:51 GMT 2023","Wed Apr 12 12:30:09 GMT 2023","17327","test","conduit_test","TestLoggedInUserPage","","","Deleting all created articles",""
"passed","Wed Apr 12 12:29:07 GMT 2023","Wed Apr 12 12:29:11 GMT 2023","4276","test","conduit_test","TestSignIn","","","Sign in with invalid user data",""
"passed","Wed Apr 12 12:29:12 GMT 2023","Wed Apr 12 12:29:14 GMT 2023","1339","test","conduit_test","TestSignIn","","","Sign in and sign out with valid user data",""
"passed","Wed Apr 12 12:29:02 GMT 2023","Wed Apr 12 12:29:05 GMT 2023","3232","test","conduit_test","TestRegistration","","","Sign up with invalid user data",""
"passed","Wed Apr 12 12:28:59 GMT 2023","Wed Apr 12 12:29:01 GMT 2023","1352","test","conduit_test","TestRegistration","","","Sign up with already registered user data",""
"passed","Wed Apr 12 12:29:39 GMT 2023","Wed Apr 12 12:29:46 GMT 2023","6065","test","conduit_test","TestLoggedInUserPage","","","Modifying article",""
"passed","Wed Apr 12 12:29:21 GMT 2023","Wed Apr 12 12:29:21 GMT 2023","142","test","conduit_test","TestLoggedInMainPage","","","Listing all article titles","List of articles: 
Lorem ipsum dolor sit amet
In nisl nisi scelerisque eu
Urna nunc id cursus metus.
Egestas egestas
Laoreet suspendisse interdum
Nibh praesent tristique magna
Eget mi proin sed libero
Nunc lobortis mattis aliquam
Cras sed felis eget velit
Elementum facilisis leo vel fringilla
Mi eget mauris pharetra et
"
"passed","Wed Apr 12 12:28:54 GMT 2023","Wed Apr 12 12:28:57 GMT 2023","2490","test","conduit_test","TestRegistration","","","Sign up with valid user data","Registered user:
Username: TesztElek
E-mail: test@elek.hu
Password: HJkksdfjdvb4"
"passed","Wed Apr 12 12:29:15 GMT 2023","Wed Apr 12 12:29:15 GMT 2023","583","test","conduit_test","TestPrivacyPolicy","","","Checking Privacy Policy","After clicking on 'Accept' button cookie panel disappears."
"passed","Wed Apr 12 12:29:27 GMT 2023","Wed Apr 12 12:29:34 GMT 2023","7197","test","conduit_test","TestLoggedInUserPage","","","Creating articles from csv file","Created articles:
Testarticle title1 ,Testarticle title2 ,Testarticle title3"
