"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Apr 12 12:21:36 GMT 2023","Wed Apr 12 12:21:37 GMT 2023","582","test","conduit_test","TestPrivacyPolicy","","","Checking Privacy Policy","After clicking on 'Accept' button cookie panel disappears."
"passed","Wed Apr 12 12:21:39 GMT 2023","Wed Apr 12 12:21:40 GMT 2023","180","test","conduit_test","TestLoggedInMainPage","","","Checking page list traversal",""
"passed","Wed Apr 12 12:21:48 GMT 2023","Wed Apr 12 12:21:55 GMT 2023","6995","test","conduit_test","TestLoggedInUserPage","","","Creating articles from csv file","Created articles:
Testarticle title1 ,Testarticle title2 ,Testarticle title3"
"passed","Wed Apr 12 12:21:28 GMT 2023","Wed Apr 12 12:21:32 GMT 2023","4323","test","conduit_test","TestSignIn","","","Sign in with invalid user data",""
"passed","Wed Apr 12 12:21:21 GMT 2023","Wed Apr 12 12:21:21 GMT 2023","857","test","conduit_test","TestRegistration","","","Sign up with already registered user data",""
"passed","Wed Apr 12 12:21:23 GMT 2023","Wed Apr 12 12:21:26 GMT 2023","3380","test","conduit_test","TestRegistration","","","Sign up with invalid user data",""
"passed","Wed Apr 12 12:21:42 GMT 2023","Wed Apr 12 12:21:42 GMT 2023","157","test","conduit_test","TestLoggedInMainPage","","","Listing all article titles","List of articles: 
Lorem ipsum dolor sit amet
In nisl nisi scelerisque eu
Urna nunc id cursus metus.
Egestas egestas
Laoreet suspendisse interdum
Nibh praesent tristique magna
Eget mi proin sed libero
Nunc lobortis mattis aliquam
Cras sed felis eget velit
Elementum facilisis leo vel fringilla
Mi eget mauris pharetra et
"
"passed","Wed Apr 12 12:22:01 GMT 2023","Wed Apr 12 12:22:07 GMT 2023","5665","test","conduit_test","TestLoggedInUserPage","","","Modifying article",""
"passed","Wed Apr 12 12:21:19 GMT 2023","Wed Apr 12 12:21:19 GMT 2023","96","test","conduit_test","TestRegistration","","","Checking sign up data stored in database",""
"passed","Wed Apr 12 12:21:33 GMT 2023","Wed Apr 12 12:21:35 GMT 2023","1417","test","conduit_test","TestSignIn","","","Sign in and sign out with valid user data",""
"broken","Wed Apr 12 12:22:12 GMT 2023","Wed Apr 12 12:22:22 GMT 2023","9872","test","conduit_test","TestLoggedInUserPage","","","Deleting all created articles",""
"passed","Wed Apr 12 12:21:15 GMT 2023","Wed Apr 12 12:21:18 GMT 2023","2477","test","conduit_test","TestRegistration","","","Sign up with valid user data","Registered user:
Username: TesztElek
E-mail: test@elek.hu
Password: HJkksdfjdvb4"
