"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Apr 13 13:09:58 GMT 2023","Thu Apr 13 13:10:00 GMT 2023","2334","test","conduit_test","TestLoggedInUserPage","","","Modifying article",""
"passed","Thu Apr 13 13:09:42 GMT 2023","Thu Apr 13 13:09:42 GMT 2023","575","test","conduit_test","TestPrivacyPolicy","","","Checking Privacy Policy","After clicking on 'Accept' button cookie panel disappears."
"passed","Thu Apr 13 13:09:25 GMT 2023","Thu Apr 13 13:09:27 GMT 2023","2404","test","conduit_test","TestRegistration","","","Sign up with valid user data","Registered user:
Username: TesztElek
E-mail: test@elek.hu
Password: HJkksdfjdvb4"
"passed","Thu Apr 13 13:09:44 GMT 2023","Thu Apr 13 13:09:45 GMT 2023","711","test","conduit_test","TestLoggedInMainPage","","","Checking page list traversal",""
"passed","Thu Apr 13 13:10:03 GMT 2023","Thu Apr 13 13:10:09 GMT 2023","5722","test","conduit_test","TestLoggedInUserPage","","","Deleting all created articles",""
"passed","Thu Apr 13 13:09:30 GMT 2023","Thu Apr 13 13:09:31 GMT 2023","864","test","conduit_test","TestRegistration","","","Sign up with already registered user data",""
"passed","Thu Apr 13 13:09:47 GMT 2023","Thu Apr 13 13:09:47 GMT 2023","205","test","conduit_test","TestLoggedInMainPage","","","Listing all article titles","List of articles: 
Lorem ipsum dolor sit amet
In nisl nisi scelerisque eu
Urna nunc id cursus metus.
Egestas egestas
Laoreet suspendisse interdum
Nibh praesent tristique magna
Eget mi proin sed libero
Nunc lobortis mattis aliquam
Cras sed felis eget velit
Elementum facilisis leo vel fringilla
Mi eget mauris pharetra et
"
"passed","Thu Apr 13 13:09:29 GMT 2023","Thu Apr 13 13:09:29 GMT 2023","92","test","conduit_test","TestRegistration","","","Checking sign up data stored in database",""
"passed","Thu Apr 13 13:09:37 GMT 2023","Thu Apr 13 13:09:38 GMT 2023","1265","test","conduit_test","TestSignIn","","","Sign in with invalid user data",""
"passed","Thu Apr 13 13:09:50 GMT 2023","Thu Apr 13 13:09:55 GMT 2023","4726","test","conduit_test","TestLoggedInUserPage","","","Creating articles from csv file","Created articles:
Testarticle title1 ,Testarticle title2 ,Testarticle title3"
"passed","Thu Apr 13 13:09:40 GMT 2023","Thu Apr 13 13:09:41 GMT 2023","1041","test","conduit_test","TestSignIn","","","Sign in and sign out with valid user data",""
"passed","Thu Apr 13 13:09:32 GMT 2023","Thu Apr 13 13:09:36 GMT 2023","3360","test","conduit_test","TestRegistration","","","Sign up with invalid user data",""
